,label,text
12087,1,"I find it funny you think Article V was repealed yet the bill of rights references Article V for passage. 
So we have the bill of rights which can't be repealed but Article V which was repealed meaning all the amendments we had are unconstitutional? You've really lost it haven't you.
"
1941,0,2 stabbed at party in wu tang clan founder rza's home
5755,1,offbeat squirrel in park garnering cult following
10902,0,how isis uses wheat supplies to tighten its control in iraq
14510,0,"donald trump promised ten of these things, guess which one he actually did"
2106,1,Are we talking about the place Jesus and the Jews believed in or the one later Christians made up to keep people in check?
8685,1,old refrigerator unable to control when it releases water anymore
24002,1,dog's eye gunk wiped back on dog
15312,0,how to connect with others
22749,0,will this murder be the first federal hate crime with a trans victim?
22828,0,That seems unlikely. He gets banned everywhere he goes with his multiple names. He's not very good at hiding his identity and not very good at controlling his temper when dealing with the sort of creation believing XXXXXX that you get frequenting these boards (I can't say I blame him on the latter point).Look around the web though and you will find him elsewhere...
25364,1,"Well, the French have always been an independent and rebellious lot, not like those staid northern Europeans. And let's remember how much we all owe to those heathens of Greece and Rome!
"
3627,1,white house staff reminded to place lids firmly on trash cans after steve bannon gets into garbage again
19819,0,new year's resolution -- let colleges lead the way to a new normal in cuba
12822,1,led bulb coming to terms with fact that it will outlive all its friends
2376,1,"putin condemns ukrainian people's unprovoked 1,000-year occupation of south russia"
9844,1,man points out town where he threw up
19993,1,"alignment of 6,071 completely independent variables necessary for man to feel okay"
8463,0,first poll since james comey announcement shows no effect on hillary clinton -- yet
7768,0,anti-abortion women's marchers head back to washington
17166,0,he looks at tuberculosis death toll and wonders why you're not worried
23224,0,"after fifty years of occupation, what's next: an open letter to president mahmoud abbas"
27634,0,Not to be totally dependant and the systems of another body to keep it alive. Take a fetus out of the womb (That is during the period which most abortions are carried out) and it will die. Plus if the mother dies the fetus will as well. A baby doesn't depend on its mother's body to function. It can do that itself.
5119,0,"a 2,000-year-old thanksgiving psalm"
22503,1,man hoping girlfriend doesn't notice valentine's day gift came from gas station
21822,0,taco trucks and other easy targets for racists
24606,0,tired and poor need not apply: the american dream is not for you
925,0,Because it will encourage teens to engage in riskier behavior. Abstinence until marriage is still the best way.
25749,1,troubling report finds dreamily sliding down back of door after kissing date on porch plummets 78%
16950,0,best burger restaurants in america
20956,0,jon kabat-zinn: 'the real meditation practice is how we live our lives from moment to moment'
5704,0,"This applies only when men strive...that is fight. If a man ""Accidently"" hits a woman while in a fight and causes her to lose her child then all he has to do is pay a fine. But if he keeps fighting and hurt other people he gets killed. Even in the Bible you dont get punished so severly on accidents."
12718,0,egypt sentences 17 people to jail for practicing homosexuality
27592,1,new don blankenship campaign ad touts jobs created in wake of upper big branch mining disaster
19972,0,t-boz adds more fuel to ongoing drama with former manager
11671,1,biologists announce they're all done with rodents
23104,0,obama to cancel debts owed by defrauded for-profit college students
13328,1,eric holder announces least controversial decision of tenure
11295,1,"Well nobody has turned up the Ark have they, termites could assure that if properly used. After 40 days and more they would be ravenous."
22560,0," she may have difficulty catching up with that."" You aren't helping your cause with statements like this.In logical debate, your claims are considered to be false until proven true, not the other way around.Nobody can disprove the existence of god, but that is not proof of god's existence. "
15842,1,paul ryan grudgingly impressed by angry protester who's matched his running pace for 9 miles
5328,0,tennessee senate passes a bill to erect a memorial to 'victims of abortion'
24253,1,"Do you think that dinosaurs did not exist nowadays for two of them would not fit in Noah's ark ? and what happened to the dragons??
emoticonXConfused"
16909,0,big mac creator jim delligatti dies at 98
1376,0,3 things you should know about learning disabilities
11673,1,family thought grandfather might enjoy watching worst little league game imaginable
3685,0,"Well you can get injured very badly playing baseball, you can get killed (just the other day some high school coach took a batting practice ball right in the head and died). And I have not heard a single person say that pregnancy is something no one should have to go through. I know I don't. And yes people sometimes do force a woman to get pregnant, it's called rape."
19785,1,college graduate to never read a book again
8502,0,half of abortion clinics in ohio have closed in the past 4 years
17382,0,caitlyn jenner's transition is far from average:  why that matters
12195,1,unconsciousness faked to make anesthesiologist feel better
25700,0,10 lies everyone tells you about paris
13698,1,town proud of water tower
18602,0,lena dunham 'saved' by pro surfer during a paddleboard race
12199,0,katsuya brentwood and beyond
26478,0,mass die-off of dolphins directly linked to deepwater horizon spill
731,0,"Little late on the uptake here,but why is this the wrong thread?I'm familiar with the crime debate area,and there is a lot of crime debated here and the why with alls and this qualify's,a sword rather than a gun is all."
